order_id,date,seller_id,sku,region,currency,fx_rate_to_rub,vat_pct,price_gross,is_test,qty,is_promo
ORD0000119,19-06-25,S018,SKU0002,CN-SH,CNY,12.6142,0.13,300.98,0,7,0
ORD0000216,07-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,316.03,0,18,1
ORD0000217,08-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,426.64,0,4,1
ORD0000218,09-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,353.95,0,14,1
ORD0001307,09-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,252.82,0,18,1
ORD0001308,09-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,363.43,0,9,0
ORD0000219,10-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,458.24,0,2,0
ORD0000220,11-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,375.16,0,20,1
ORD0001595,11-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,221.22,0,15,1
ORD0001596,11-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,363.43,0,7,0
ORD0000221,12-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,426.64,0,12,1
ORD0000222,13-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,386.19,0,8,0
ORD0000223,14-07-25,S018,SKU0002,CN-SH,CNY,12.60105,0.13,246.5,0,15,1
ORD0000182,29-06-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,275.58,0,3,1
ORD0001713,29-06-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,267.31,0,14,1
ORD0001714,29-06-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,283.85,0,17,1
ORD0000224,20-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,289.36,0,4,1
ORD0001423,20-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,280.68,0,18,1
ORD0001424,20-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,289.36,0,8,1
ORD0000225,21-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,370.38,0,4,0
ORD0001231,21-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,370.38,0,2,0
ORD0001232,21-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,173.62,0,6,1
ORD0000226,22-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,339.36,0,10,1
ORD0000227,23-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,370.38,0,4,1
ORD0001781,23-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,370.38,0,18,1
ORD0001782,23-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,173.62,0,12,1
ORD0000228,24-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,330.71,0,2,1
ORD0000229,25-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,159.15,0,10,1
ORD0000230,26-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,203.71,0,4,1
ORD0000231,27-07-25,S039,SKU0002,CN-SH,CNY,12.5338,0.13,178.25,0,14,1
ORD0000112,18-06-25,S040,SKU0002,RU-MOW,RUB,1,0.2,282.34,0,16,1
ORD0000232,07-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,282.34,0,15,0
ORD0001421,07-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,290.81,0,8,1
ORD0001422,07-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,282.34,0,14,1
ORD0000233,08-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,281.79,0,8,1
ORD0000234,09-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,285.68,0,16,1
ORD0000235,10-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,281.64,0,13,0
ORD0000236,11-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,239.39,0,18,1
ORD0000237,12-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,215.45,0,15,0
ORD0001103,12-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,208.99,0,13,1
ORD0001104,12-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,215.45,0,9,1
ORD0000238,13-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,214.6,0,15,0
ORD0000239,14-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,193.14,0,13,1
ORD0000240,15-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,135.2,0,1,1
ORD0000241,16-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,137.01,0,7,1
ORD0000242,17-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,94.64,0,9,1
ORD0001347,17-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,91.8,0,1,0
ORD0001348,17-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,202.8,0,12,1
ORD0000243,18-07-25,S040,SKU0002,RU-MOW,RUB,1,0.2,80.44,0,8,1
ORD0000084,13-06-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,286.29,0,11,1
ORD0000085,13-06-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,282.23,0,19,1
ORD0001117,13-06-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,275.73,0,17,1
ORD0001118,13-06-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,284.26,0,8,1
ORD0000179,27-06-25,S052,SKU0002,TR-IST,TRY,2.9138,0.18,285.83,0,3,1
ORD0000244,23-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,271.54,0,3,0
ORD0000245,24-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,269.89,0,1,1
ORD0001429,24-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,407.31,0,5,1
ORD0001430,24-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,162.92,0,10,0
ORD0000246,25-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,302.28,0,7,1
ORD0001609,25-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,317.39,0,9,1
ORD0001610,25-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,404.83,0,7,1
ORD0000247,26-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,281.33,0,9,1
ORD0001107,26-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,215.91,0,8,1
ORD0001108,26-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,404.83,0,12,0
ORD0000248,27-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,431.82,0,2,1
ORD0000249,28-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,345.46,0,1,1
ORD0001459,28-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,161.93,0,16,0
ORD0001460,28-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,404.83,0,5,1
ORD0000250,29-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,310.87,0,3,1
ORD0001291,29-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,188.92,0,12,1
ORD0001292,29-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,188.92,0,8,0
ORD0000251,30-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,289.92,0,3,1
ORD0001651,30-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,215.91,0,1,1
ORD0001652,30-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,289.92,0,3,1
ORD0000252,31-07-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,274,0,5,1
ORD0000253,01-08-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,246.6,0,15,1
ORD0000254,02-08-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,357.57,0,14,1
ORD0001461,02-08-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,369.9,0,3,0
ORD0001462,02-08-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,357.57,0,1,1
ORD0000255,03-08-25,S052,SKU0002,TR-IST,TRY,2.9,0.18,301.37,0,5,1
ORD0000106,17-06-25,S055,SKU0002,RU-MOW,RUB,1,0.2,292.09,0,14,0
ORD0001739,17-06-25,S055,SKU0002,RU-MOW,RUB,1,0.2,309.62,0,7,0
ORD0001740,17-06-25,S055,SKU0002,RU-MOW,RUB,1,0.2,300.85,0,9,1
ORD0000256,04-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,306.69,0,15,1
ORD0001495,04-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,297.49,0,15,1
ORD0001496,04-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,297.49,0,10,0
ORD0000257,05-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,190.15,0,13,0
ORD0001499,05-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,214.68,0,19,1
ORD0001500,05-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,352.69,0,7,0
ORD0000258,06-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,117.89,0,17,1
ORD0000259,07-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,106.1,0,20,1
ORD0000260,08-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,127.32,0,4,1
ORD0001163,08-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,127.32,0,5,0
ORD0001164,08-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,74.27,0,7,1
ORD0000261,09-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,116.56,0,13,0
ORD0001777,09-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,122.39,0,15,0
ORD0001778,09-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,116.56,0,11,0
ORD0000262,10-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,135.81,0,4,1
ORD0001621,10-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,135.81,0,13,1
ORD0001622,10-07-25,S055,SKU0002,RU-MOW,RUB,1,0.2,131.74,0,7,1
ORD0000049,08-06-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,368.72,0,19,1
ORD0000263,03-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,387.16,0,2,1
ORD0000264,04-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,522.67,0,10,0
ORD0000265,05-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,433.62,0,13,1
ORD0001357,05-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,442.29,0,6,1
ORD0001358,05-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,442.29,0,12,1
ORD0000266,06-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,433.62,0,12,1
ORD0001795,06-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,433.62,0,20,1
ORD0001796,06-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,455.3,0,11,1
ORD0000267,07-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,410.5,0,7,0
ORD0001407,07-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,410.5,0,1,1
ORD0001408,07-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,398.19,0,1,0
ORD0000268,08-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,396.22,0,20,0
ORD0000269,09-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,391.75,0,13,1
ORD0000270,10-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,329.09,0,9,0
ORD0000271,11-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,204.04,0,3,1
ORD0001801,11-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,197.92,0,7,0
ORD0001802,11-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,197.45,0,6,1
ORD0000272,12-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,199.74,0,8,0
ORD0001325,12-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,163.23,0,9,0
ORD0001326,12-07-25,S010,SKU0003,GB-LON,GBP,115.4336,0.2,306.06,0,5,0
ORD0000002,01-06-25,S012,SKU0004,EU-DE,EUR,97.7594,0.19,273.68,0,1,0
ORD0001797,01-06-25,S012,SKU0004,EU-DE,EUR,97.7594,0.19,273.68,0,19,1
ORD0001798,01-06-25,S012,SKU0004,EU-DE,EUR,97.7594,0.19,281.89,0,10,1
ORD0000150,25-06-25,S012,SKU0004,EU-DE,EUR,98.181,0.19,248.6,0,12,1
ORD0000273,18-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,236.17,0,15,1
ORD0001151,18-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,250.34,0,9,1
ORD0001152,18-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,229.08,0,20,1
ORD0000274,19-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,318.83,0,17,0
ORD0000275,20-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,273.99,0,17,1
ORD0001167,20-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,354.25,0,20,0
ORD0001168,20-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,287.69,0,12,1
ORD0000276,21-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,258.83,0,7,0
ORD0000277,22-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,247.85,0,2,0
ORD0000278,23-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,200.74,0,3,1
ORD0000279,24-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,196.29,0,17,1
ORD0001655,24-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,301.11,0,5,0
ORD0001656,24-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,230.85,0,17,1
ORD0000280,25-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,201.53,0,17,1
ORD0000281,26-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,200.07,0,17,1
ORD0001779,26-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,137.4,0,2,1
ORD0001780,26-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,294.44,0,2,1
ORD0000282,27-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,196.43,0,5,1
ORD0000283,28-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,198.83,0,1,1
ORD0001113,28-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,198.83,0,1,1
ORD0001114,28-07-25,S012,SKU0004,EU-DE,EUR,97.9702,0.19,294.44,0,19,0
ORD0000118,19-06-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,263.64,0,2,1
ORD0001827,19-06-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,263.64,0,12,0
ORD0001828,19-06-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,263.64,0,6,1
ORD0000284,10-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,250.46,0,4,1
ORD0000285,11-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,212.89,0,11,1
ORD0000286,12-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,255.47,0,17,1
ORD0001469,12-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,170.31,0,6,1
ORD0001470,12-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,127.73,0,5,1
ORD0000287,13-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,238.44,0,20,1
ORD0001225,13-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,149.02,0,2,1
ORD0001226,13-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,244.82,0,6,1
ORD0000288,14-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,225.03,0,11,1
ORD0000289,15-07-25,S012,SKU0004,GB-LON,GBP,116.6364,0.2,238.44,0,16,1
ORD0000016,02-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,274.23,0,16,0
ORD0001825,02-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,274.23,0,1,1
ORD0001826,02-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,290.68,0,9,1
ORD0000290,29-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,287.94,0,6,0
ORD0000291,30-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,296.66,0,16,1
ORD0001605,30-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,296.66,0,3,1
ORD0001606,30-06-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,302.59,0,20,0
ORD0000292,01-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,417.51,0,4,1
ORD0001119,01-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,331.13,0,19,1
ORD0001120,01-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,417.51,0,3,1
ORD0000293,02-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,368.56,0,19,1
ORD0000294,03-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,320.73,0,20,1
ORD0001217,03-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,201.56,0,7,1
ORD0001218,03-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,336.77,0,20,1
ORD0000295,04-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,259.15,0,9,1
ORD0001675,04-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,331.13,0,1,0
ORD0001676,04-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,251.38,0,8,0
ORD0000296,05-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,290.25,0,7,1
ORD0000297,06-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,375.77,0,18,1
ORD0000298,07-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,317.74,0,8,1
ORD0001273,07-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,324.09,0,1,1
ORD0001274,07-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,308.21,0,11,1
ORD0000299,08-07-25,S018,SKU0004,GB-LON,GBP,115.8956,0.2,288.67,0,18,1
ORD0000069,10-06-25,S024,SKU0004,AU-SYD,AUD,60.1128,0.1,247.61,0,10,0
ORD0000159,26-06-25,S024,SKU0004,AU-SYD,AUD,59.9479,0.1,232.76,0,3,1
ORD0000300,18-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,221.12,0,7,1
ORD0000301,19-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,216.82,0,16,1
ORD0001861,19-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,154.78,0,16,1
ORD0001862,19-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,331.68,0,20,0
ORD0000302,20-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,292.71,0,17,0
ORD0000303,21-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,256.84,0,2,0
ORD0001615,21-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,130.09,0,1,1
ORD0001616,21-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,256.84,0,16,1
ORD0000304,22-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,233.71,0,12,1
ORD0000305,23-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,221.27,0,5,1
ORD0000306,24-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,215.61,0,5,1
ORD0000307,25-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,291.07,0,9,0
ORD0000308,26-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,258.73,0,9,1
ORD0000309,27-07-25,S024,SKU0004,AU-SYD,AUD,60.03035,0.1,194.05,0,3,1
ORD0000017,02-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,256.69,0,19,1
ORD0000310,23-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,282.36,0,16,1
ORD0000311,24-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,254.12,0,16,1
ORD0000312,25-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,259.99,0,3,0
ORD0000313,26-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,139.77,0,20,0
ORD0000314,27-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,118.8,0,1,0
ORD0000315,28-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,73.66,0,20,1
ORD0000316,29-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,106.81,0,11,1
ORD0000317,30-06-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,57.45,0,17,1
ORD0000318,01-07-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,57.51,0,8,1
ORD0001427,01-07-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,66.07,0,4,0
ORD0001428,01-07-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,60.39,0,6,1
ORD0000319,02-07-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,44.81,0,8,1
ORD0001699,02-07-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,66.07,0,20,1
ORD0001700,02-07-25,S024,SKU0004,EU-DE,EUR,97.2578,0.19,47.05,0,3,1
ORD0000089,14-06-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,270.05,0,16,0
ORD0000320,01-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,283.55,0,3,1
ORD0001203,01-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,300.56,0,18,1
ORD0001204,01-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,275.04,0,14,1
ORD0000321,02-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,241.02,0,18,1
ORD0000322,03-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,204.87,0,2,0
ORD0001187,03-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,208.97,0,3,0
ORD0001188,03-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,168.71,0,16,0
ORD0000323,04-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,327.79,0,9,0
ORD0000324,05-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,275.5,0,4,1
ORD0000325,06-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,237.96,0,1,1
ORD0000326,07-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,223.09,0,4,1
ORD0001853,07-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,163.9,0,1,1
ORD0001854,07-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,227.55,0,14,0
ORD0000327,08-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,143.41,0,16,1
ORD0000328,09-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,207.94,0,20,0
ORD0000329,10-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,172.09,0,8,1
ORD0000330,11-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,158.81,0,7,1
ORD0000331,12-07-25,S024,SKU0004,TR-IST,TRY,2.8978,0.18,78.88,0,3,1
ORD0000113,18-06-25,S040,SKU0004,RU-MOW,RUB,1,0.2,267.39,0,17,0
ORD0000176,27-06-25,S040,SKU0004,RU-MOW,RUB,1,0.2,247.83,0,1,1
ORD0000332,23-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,247.83,0,16,1
ORD0000333,24-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,255.61,0,12,1
ORD0000334,25-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,256.34,0,19,1
ORD0000335,26-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,252.64,0,14,1
ORD0001349,26-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,285,0,6,0
ORD0001350,26-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,245.06,0,6,1
ORD0000336,27-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,248.97,0,13,1
ORD0000337,28-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,248.67,0,19,1
ORD0001175,28-07-25,S040,SKU0004,RU-MOW,RUB,1,0.2,173.48,0,8,1
